tipo,debe_vh,debe_vc,pagador,receptor,fecha,observaciones,pagado
deuda,0.0,140542.07,VC,VH,2025-03-21,FC 126497 - IMPO. AMERICANA,True
deuda,0.0,458491.03,VC,VH,2025-03-21,FC 126495 - IMPO. AMERICANA,True
deuda,0.0,420717.07,VC,VH,2025-03-21,FC 126494 - IMPO. AMERICANA,True
deuda,0.0,922468.97,VC,VH,2025-03-24,FC 62413 - POKA,True
deuda,0.0,675017.23,VC,VH,2025-03-25,FC 1576 - ORIENTE 10 B,False
deuda,0.0,675017.23,VC,VH,2025-03-25,FC  - ORIENTE 10 B,True
deuda,0.0,508165.0,VC,VH,2025-03-25,FC 7331 - TSUNAMI,True
deuda,0.0,116454.55,VC,VH,2025-03-26,FC 4460 - MULTIMAX,True
deuda,0.0,700600.79,VC,VH,2025-03-26,FC 2542 - NIRVASSA,False
deuda,0.0,984282.73,VC,VH,2025-03-26,FC 11705 - ROCIG S.A,True
deuda,0.0,166558.06,VC,VH,2025-03-27,FC 770 - SUEÑOS MAGICOS,True
deuda,0.0,1040231.24,VC,VH,2025-03-28,FC 2785 - BECHAR SRL,True
deuda,0.0,2712491.61,VC,VH,2025-03-28,FC 2776 - BECHAR SRL,True
deuda,0.0,1893913.35,VC,VH,2025-03-28,FC 2772 - BECHAR SRL,True
deuda,0.0,4066361.03,VC,VH,2025-02-10,FC 188995 - BIC,True
deuda,0.0,1885279.63,VC,VH,2025-03-28,FC 2775 - BECHAR SRL,True
deuda,0.0,16800.0,VC,VH,2025-03-28,FC 6105 - CADENACI,False
deuda,0.0,453383.93,VC,VH,2025-03-28,FC 230965 - ESTISOL,True
deuda,0.0,1136959.38,VC,VH,2025-03-28,FC 5065 - OLDCLAN,True
deuda,0.0,370971.07,VC,VH,2025-03-28,FC 154 - SALAS ROMINA,True
deuda,0.0,210629.71,VC,VH,2025-03-29,FC 54188 - SHIPY,True
deuda,0.0,1685186.94,VC,VH,2025-03-31,FC 1771 - BARCEL,True
deuda,0.0,111094.92,VC,VH,2025-03-31,FC 2789 - BECHAR SRL,True
deuda,0.0,1944433.1,VC,VH,2025-03-31,FC 2787 - BECHAR SRL,True
deuda,0.0,554207.93,VC,VH,2025-03-31,FC 35910 - BENABI,True
deuda,0.0,168210.0,VC,VH,2025-03-31,FC 15819 - IMPORTAL GROUP,True
deuda,0.0,175133.06,VC,VH,2025-03-31,FC 686 - JUEGOS Y CREACIONES,True
deuda,0.0,264235.54,VC,VH,2025-03-31,FC 300 - JUGUETES FANTASIAS,True
deuda,0.0,189000.0,VC,VH,2025-03-31,FC 36 - LYH ACCESORIOS,True
deuda,0.0,2156915.21,VC,VH,2025-03-31,FC 65934 - NADIR,True
deuda,0.0,62234.92,VC,VH,2025-03-31,FC 137 - PLAYKUK SA,True
deuda,0.0,97195.87,VC,VH,2025-03-31,FC 136 - TINK,True
deuda,0.0,97195.87,VC,VH,2025-03-31,FC 136 - TINK - ROPPOPORT,True
deuda,0.0,32212.15,VC,VH,2025-04-01,FC 11995 - OPENING,True
deuda,0.0,728396.86,VC,VH,2025-04-03,FC 328 - ESETEPE S.R.L,True
deuda,0.0,1931475.0,VC,VH,2025-04-03,FC 2214 - KARP DAMIAN ARIEL,True
deuda,0.0,99980.83,VC,VH,2025-04-03,FC 2417 - TIERRA NATIVA,True
deuda,0.0,238547.27,VC,VH,2025-04-04,FC 127892 - EVACOR,False
deuda,0.0,238547.27,VC,VH,2025-04-04,FC 297 - EVACOR,True
deuda,0.0,132825.0,VC,VH,2025-04-05,FC 612 - HORIZONTE,True
deuda,0.0,454033.88,VC,VH,2025-04-07,FC 6159 - CADENACI,False
deuda,0.0,201775.0,VC,VH,2025-04-07,FC 641 - EMERPLAST,True
deuda,0.0,975028.26,VC,VH,2025-04-08,FC 5466 - ANGY - ANGELA,True
deuda,0.0,892223.47,VC,VH,2025-04-08,FC 4888 - ANGY IMPORTADORA,True
deuda,0.0,1513723.1,VC,VH,2025-04-08,FC 36087 - BENABI,True
deuda,0.0,1931475.0,VC,VH,2025-04-08,FC 2240 - KARP DAMIAN ARIEL,True
deuda,0.0,502687.36,VC,VH,2025-04-08,FC 12751 - MENAJE EL SIGLO,True
deuda,0.0,559002.36,VC,VH,2025-04-08,FC 12750 - MENAJE EL SIGLO,True
deuda,0.0,804677.77,VC,VH,2025-04-08,FC 50 - PLAYKUK B,True
deuda,0.0,144277.81,VC,VH,2025-04-08,FC 51 - PLAYKUK B,True
deuda,0.0,804677.77,VC,VH,2025-04-08,FC 50 - PLAYKUK SA,True
deuda,0.0,144277.81,VC,VH,2025-04-08,FC 51 - PLAYKUK SA,True
deuda,0.0,635238.43,VC,VH,2025-04-08,FC 6 - PLAYKUK SA,True
deuda,0.0,782447.85,VC,VH,2025-04-09,FC 67769 - IBICO,True
deuda,0.0,207998.64,VC,VH,2025-04-10,FC 36235 - BENABI,True
deuda,0.0,314467.48,VC,VH,2025-04-10,FC 3995 - LA NACIONAL,False
deuda,0.0,725139.26,VC,VH,2025-04-11,FC 36261 - BENABI,True
deuda,0.0,124719.46,VC,VH,2025-04-11,FC 62565 - POKA,True
deuda,0.0,631419.09,VC,VH,2025-04-11,FC 54599 - POKA B,True
deuda,0.0,124719.46,VC,VH,2025-04-11,FC 62565 - POKA B,True
deuda,0.0,631419.09,VC,VH,2025-04-11,FC 54599 - SHIPY,True
deuda,0.0,73877.77,VC,VH,2025-04-15,FC 779 - SUEÑOS MAGICOS,True
deuda,0.0,3019517.4,VC,VH,2025-04-16,FC 112019 - GEMINELLI S.A,True
deuda,0.0,122500.0,VC,VH,2025-04-16,FC 614 - HORIZONTE,True
deuda,0.0,309846.03,VC,VH,2025-04-16,FC 10622 - MUNDO PLASTIC,True
deuda,0.0,214987.36,VC,VH,2025-04-16,FC 1198 - PLASTICOS LUCERO,False
deuda,0.0,950618.51,VC,VH,2025-04-21,FC 141 - LOPEZ NICOLAS R,True
deuda,0.0,72163.64,VC,VH,2025-04-22,FC 74160 - GO SHOP S.A,True
deuda,0.0,291237.02,VC,VH,2025-04-22,FC 74161 - GO SHOP S.A,True
deuda,0.0,607438.02,VC,VH,2025-04-22,FC 74162 - GO SHOP S.A,True
deuda,0.0,174942.15,VC,VH,2025-04-22,FC 74163 - GO SHOP S.A,True
deuda,0.0,258247.93,VC,VH,2025-04-22,FC 74164 - GO SHOP S.A,True
deuda,0.0,287459.05,VC,VH,2025-04-22,FC 142672 - MEDORO,True
deuda,0.0,238360.41,VC,VH,2025-04-22,FC 12808 - MENAJE EL SIGLO,True
deuda,0.0,83258.93,VC,VH,2025-04-22,FC 54851 - POKA B,True
deuda,0.0,83258.93,VC,VH,2025-04-22,FC 54851 - SHIPY,True
deuda,0.0,1671256.07,VC,VH,2025-04-23,FC 3131 - BECHAR SRL,True
deuda,0.0,2189865.83,VC,VH,2025-04-23,FC 3126 - BECHAR SRL,True
deuda,0.0,2106421.49,VC,VH,2025-04-23,FC 8590 - GRIFLOR,True
deuda,0.0,284497.64,VC,VH,2025-04-23,FC 8307 - LML - CINTAS,True
deuda,0.0,1227371.9,VC,VH,2025-04-23,FC 1873 - SEBIGUS,True
deuda,0.0,555024.79,VC,VH,2025-04-23,FC 1871 - SEBIGUS,True
deuda,0.0,677799.3,VC,VH,2025-04-24,FC 2484 - ARTEGLASS,True
deuda,0.0,196744.55,VC,VH,2025-04-24,FC 24976 - ENCANTA,True
deuda,0.0,202365.95,VC,VH,2025-04-24,FC 8322 - LML - CINTAS,True
deuda,0.0,1088211.32,VC,VH,2025-04-24,FC 49772 - MODAX,True
deuda,0.0,175000.0,VC,VH,2025-04-24,FC 11437 - TALLERES GRAFICOS UNION,True
deuda,0.0,504000.0,VC,VH,2025-04-25,FC 392 - ALUMINIO REAL,True
deuda,0.0,216518.39,VC,VH,2025-04-25,FC 38251 - LA PORTEÑA,True
deuda,0.0,199583.88,VC,VH,2025-04-26,FC 399 - ALUMINIO REAL,True
deuda,0.0,192036.03,VC,VH,2025-04-28,FC 129241 - MERCATOR S.A,True
deuda,0.0,72917.44,VC,VH,2025-04-29,FC 12147 - COTILLON OTERO,True
deuda,0.0,801500.0,VC,VH,2025-04-29,FC 246 - DAKESIAN DELFINA,True
deuda,0.0,415587.11,VC,VH,2025-04-29,FC 38901 - LABORATORIOS DEWEY,True
deuda,0.0,266703.47,VC,VH,2025-04-29,FC 6490 - MAXXUM,True
deuda,0.0,715071.98,VC,VH,2025-04-29,FC 49881 - MODAX,True
deuda,0.0,1257415.21,VC,VH,2025-04-29,FC 16119 - MOLDURAS DEL PLATA,True
deuda,0.0,622394.3,VC,VH,2025-04-30,FC 12860 - MENAJE EL SIGLO,True
deuda,0.0,159440.33,VC,VH,2025-05-02,FC 24781 - PERFILPLAST,True
deuda,0.0,1716369.92,VC,VH,2025-05-02,FC 177562 - VELAS DE LOS MILAGROS,True
deuda,0.0,128457.52,VC,VH,2025-05-02,FC 177563 - VELAS DE LOS MILAGROS,True
deuda,0.0,169555.62,VC,VH,2025-05-06,FC 129461 - MERCATOR S.A,True
deuda,0.0,118137.44,VC,VH,2025-05-06,FC 24801 - PERFILPLAST,True
deuda,0.0,2012885.87,VC,VH,2025-05-08,FC 3514 - BECHAR SRL,True
deuda,0.0,38167.93,VC,VH,2025-05-08,FC 36771 - BENABI,True
deuda,0.0,551658.43,VC,VH,2025-05-08,FC 36751 - BENABI,True
deuda,0.0,113804.38,VC,VH,2025-05-08,FC 16142 - MOLDURAS DEL PLATA,True
deuda,0.0,1632134.17,VC,VH,2025-05-09,FC 3551 - BECHAR SRL,True
deuda,0.0,1126677.77,VC,VH,2025-05-09,FC 3553 - BECHAR SRL,True
deuda,0.0,126029.5,VC,VH,2025-05-09,FC 154 - RONDINELLA,True
deuda,0.0,39900.0,VC,VH,2025-05-12,FC 20759 - IMAGEN PARTY,True
deuda,0.0,449462.77,VC,VH,2025-05-13,FC 1458 - COTILLON OTERO,True
deuda,0.0,458646.07,VC,VH,2025-05-13,FC 20731 - SAO LEOPOLDO,True
deuda,0.0,491966.65,VC,VH,2025-05-13,FC 7377 - TSUNAMI,True
deuda,0.0,2773949.3,VC,VH,2025-05-14,FC 3714 - BECHAR SRL,True
deuda,0.0,276519.38,VC,VH,2025-05-15,FC 3717 - IND. PLASTICAS RAO,True
deuda,0.0,436078.6,VC,VH,2025-05-19,FC 37012 - BENABI,True
deuda,0.0,74760.0,VC,VH,2025-05-19,FC 15899 - IMPORTAL GROUP,True
deuda,0.0,100295.83,VC,VH,2025-05-19,FC 50213 - MODAX,True
deuda,0.0,146940.99,VC,VH,2025-05-20,FC 8550 - EL MUNDO DEL BAZAR,True
deuda,0.0,273840.0,VC,VH,2025-05-20,FC 8551 - EL MUNDO DEL BAZAR,True
deuda,0.0,58170.0,VC,VH,2025-05-20,FC 8563 - EL MUNDO DEL BAZAR,True
deuda,0.0,223091.74,VC,VH,2025-05-20,FC 26964 - PLASTIPRESS,True
deuda,0.0,57310.91,VC,VH,2025-05-21,FC 55805 - POKA B,True
deuda,0.0,57310.91,VC,VH,2025-05-21,FC 55805 - SHIPY,True
deuda,0.0,1133.6,VC,VH,2025-05-22,FC 386 - GLOBAL MARKET US$,True
deuda,0.0,837032.23,VC,VH,2025-05-22,FC 19622 - IDEAS RODECA,True
deuda,0.0,324545.45,VC,VH,2025-05-22,FC 3359 - IDEAS RODECA B,True
deuda,0.0,533899.26,VC,VH,2025-05-22,FC 127768 - IMPO. AMERICANA,True
deuda,0.0,535331.36,VC,VH,2025-05-22,FC 2793 - PLASTICOS GLAGO,True
deuda,0.0,323.97,VC,VH,2025-05-23,FC 387 - GLOBAL MARKET US$,True
deuda,0.0,512858.47,VC,VH,2025-05-23,FC 15819 - TRANCOSO,True
deuda,0.0,3111860.41,VC,VH,2025-05-25,FC 4145 - BECHAR SRL,True
deuda,0.0,189173.55,VC,VH,2025-05-26,FC 4616 - MULTIMAX,True
deuda,0.0,45123.97,VC,VH,2025-05-26,FC 4617 - MULTIMAX,True
deuda,0.0,332644.63,VC,VH,2025-05-26,FC 7398 - TSUNAMI,True
deuda,0.0,269618.88,VC,VH,2025-05-27,FC 48882 - PLASTICO BANPLAST,True
deuda,0.0,130885.83,VC,VH,2025-05-27,FC 48883 - PLASTICO BANPLAST,True
deuda,0.0,370650.0,VC,VH,2025-05-28,FC 8511 - EL MUNDO DEL BAZAR,False
deuda,0.0,1440.79,VC,VH,2025-05-29,FC 418 - GLOBAL MARKET US$,True
deuda,0.0,3070461.49,VC,VH,2025-05-30,FC 412 - BIRKA CASENAVE,True
deuda,0.0,310.95,VC,VH,2025-05-30,FC 426 - GLOBAL MARKET US$,True
deuda,0.0,971318.26,VC,VH,2025-05-31,FC 36055 - EXTRALIMP,True
deuda,0.0,4116948.76,VC,VH,2025-06-02,FC 4381 - BECHAR SRL,False
deuda,0.0,3402436.78,VC,VH,2025-06-02,FC 11762 - BECHAR SRL,True
deuda,0.0,1557290.0,VC,VH,2025-06-02,FC 815 - DOÑA TINA,True
deuda,0.0,635939.59,VC,VH,2025-06-02,FC 23080 - PANA PACK,True
deuda,0.0,267913.43,VC,VH,2025-06-02,FC 23079 - PANA PACK,True
deuda,0.0,58329.67,VC,VH,2025-06-02,FC 27000 - RECOR,True
deuda,0.0,34744.59,VC,VH,2025-06-02,FC 27001 - RECOR,True
deuda,0.0,6708.14,VC,VH,2025-06-02,FC 27002 - RECOR,True
deuda,0.0,8655.41,VC,VH,2025-06-03,FC 23083 - PANA PACK,True
deuda,0.0,176400.0,VC,VH,2025-06-03,FC 6946 - SEBILLE,True
deuda,0.0,3728560.99,VC,VH,2025-06-03,FC 180870 - VELAS DE LOS MILAGROS,True
deuda,0.0,18050.45,VC,VH,2025-06-03,FC 180871 - VELAS DE LOS MILAGROS,True
deuda,0.0,402570.0,VC,VH,2025-06-04,FC 50458 - MODAX,True
deuda,0.0,1252927.4,VC,VH,2025-06-04,FC 16214 - MOLDURAS DEL PLATA,True
deuda,0.0,137264.5,VC,VH,2025-06-04,FC 49035 - PLASTICO BANPLAST,True
deuda,0.0,254609.09,VC,VH,2025-06-04,FC 49036 - PLASTICO BANPLAST,True
deuda,0.0,61297.73,VC,VH,2025-06-04,FC 63951 - QUALITET SA,True
deuda,0.0,488757.07,VC,VH,2025-06-04,FC 63952 - QUALITET SA,True
deuda,0.0,736610.0,VC,VH,2025-06-05,FC 1343 - MADERAS FERPA,True
deuda,0.0,342189.79,VC,VH,2025-06-05,FC 7413 - TSUNAMI,True
deuda,0.0,655290.25,VC,VH,2025-06-06,FC 4772 - BECHAR SRL,True
deuda,0.0,255790.7,VC,VH,2025-06-06,FC 9623 - MAULLIN SA,True
deuda,0.0,784887.15,VC,VH,2025-06-06,FC 21481 - MF HNOS SA,True
deuda,0.0,70217.81,VC,VH,2025-06-06,FC 49097 - PLASTICO BANPLAST,True
deuda,0.0,592597.15,VC,VH,2025-06-09,FC 50323 - ANILINAS COLIBRI,True
deuda,0.0,124810.58,VC,VH,2025-06-09,FC 16228 - MOLDURAS DEL PLATA,True
deuda,0.0,425523.06,VC,VH,2025-06-12,FC 6760 - MYM PARTY,True
deuda,0.0,844125.66,VC,VH,2025-06-13,FC 37772 - BENABI,True
deuda,0.0,423471.65,VC,VH,2025-06-13,FC 37761 - BENABI,True
deuda,0.0,315000.0,VC,VH,2025-06-13,FC 250 - DAKESIAN DELFINA,True
deuda,0.0,399196.4,VC,VH,2025-06-16,FC 2895 - SEBIGUS,True
deuda,0.0,1023494.88,VC,VH,2025-06-17,FC 5132 - BECHAR SRL,True
deuda,0.0,714921.86,VC,VH,2025-06-17,FC 56972 - CAMPAGNA,True
deuda,0.0,648123.35,VC,VH,2025-06-17,FC 56973 - CAMPAGNA,True
deuda,0.0,657230.29,VC,VH,2025-06-18,FC 5189 - BECHAR SRL,True
deuda,0.0,2078122.11,VC,VH,2025-06-24,FC 5369 - BECHAR SRL,True
deuda,0.0,350000.0,VC,VH,2025-06-25,FC 253 - DAKESIAN DELFINA,True
deuda,0.0,959467.44,VC,VH,2025-06-26,FC 2096 - COTILLON FANTASIAS,True
deuda,0.0,112358.68,VC,VH,2025-06-26,FC 1051 - FUN TOYS,True
deuda,0.0,65100.0,VC,VH,2025-06-27,FC 21017 - IMAGEN PARTY,True
deuda,0.0,424620.0,VC,VH,2025-07-02,FC 1782 - PALLADINO,True
deuda,0.0,282084.67,VC,VH,2025-07-03,FC 5690 - BECHAR SRL,True
deuda,0.0,1056415.12,VC,VH,2025-07-03,FC 1076 - PERKUL,True
deuda,0.0,176735.54,VC,VH,2025-07-03,FC 3353 - SEBIGUS,True
deuda,0.0,236250.0,VC,VH,2025-07-04,FC 446 - BIRKA CASENAVE,True
deuda,0.0,212100.0,VC,VH,2025-07-04,FC 661 - EMERPLAST,True
deuda,0.0,352192.27,VC,VH,2025-07-07,FC 3499 - SEBIGUS,True
deuda,0.0,124425.0,VC,VH,2025-07-10,FC 19981 - HOW WENS,True
deuda,0.0,309225.0,VC,VH,2025-07-10,FC 19982 - HOW WENS,True
deuda,0.0,241723.02,VC,VH,2025-07-11,FC 4147 - LA NACIONAL,True
deuda,0.0,202954.3,VC,VH,2025-07-11,FC 8548 - LML - CINTAS,True
deuda,0.0,1432344.05,VC,VH,2025-07-16,FC 5244 - OLDCLAN,True
deuda,0.0,754488.35,VC,VH,2025-07-18,FC 128926 - IMPO. AMERICANA,True
deuda,0.0,177704.83,VC,VH,2025-07-18,FC 128927 - IMPO. AMERICANA,True
deuda,0.0,105376.9,VC,VH,2025-07-21,FC 9397 - JNG PLAST,True
deuda,0.0,200900.0,VC,VH,2025-07-21,FC 5 - SORLUZ,True
deuda,0.0,750010.66,VC,VH,2025-07-22,FC 9405 - JNG PLAST,True
deuda,0.0,311396.16,VC,VH,2025-07-23,FC 15254 - ALUMINIO REAL,True
deuda,0.0,464015.83,VC,VH,2025-07-23,FC 564 - ALUMINIO REAL,True
deuda,0.0,691645.41,VC,VH,2025-07-23,FC 20350 - IDEAS RODECA,True
deuda,0.0,162862.81,VC,VH,2025-07-23,FC 7536 - NAGUS S.R.L,True
deuda,0.0,298143.31,VC,VH,2025-07-23,FC 27379 - PLASTIPRESS,True
deuda,0.0,78750.0,VC,VH,2025-07-24,FC 20146 - HOW WENS,True
deuda,0.0,366725.95,VC,VH,2025-07-24,FC 90985 - SILKSTONE,True
deuda,0.0,534150.62,VC,VH,2025-07-25,FC 1247 - ALBERTO SCOLARI,True
deuda,0.0,751689.79,VC,VH,2025-07-25,FC 1697 - FUN TOYS,True
deuda,0.0,1041114.05,VC,VH,2025-07-25,FC 186548 - VELAS DE LOS MILAGROS,True
deuda,0.0,650595.91,VC,VH,2025-07-30,FC 3757 - IND. PLASTICAS RAO,True
deuda,0.0,394834.71,VC,VH,2025-07-30,FC 7465 - TSUNAMI,True
deuda,0.0,301578.22,VC,VH,2025-07-31,FC 29723 - SALZANO,True
deuda,0.0,455065.37,VC,VH,2025-08-04,FC 4503 - INDUS. TECNOMATRIC,True
deuda,0.0,533330.29,VC,VH,2025-08-05,FC 20599 - IDEAS RODECA,True
deuda,0.0,372726.86,VC,VH,2025-08-05,FC 129412 - IMPO. AMERICANA,True
deuda,0.0,388667.77,VC,VH,2025-08-05,FC 7625 - NAGUS S.R.L,True
deuda,0.0,138021.2,VC,VH,2025-08-05,FC 187627 - VELAS DE LOS MILAGROS,True
deuda,0.0,234506.94,VC,VH,2025-08-06,FC 1081 - MULPLAST SRL,True
deuda,0.0,475193.26,VC,VH,2025-08-06,FC 28426 - RECOR,True
deuda,0.0,191984.26,VC,VH,2025-08-07,FC 16371 - BOYANO MONALLI,True
deuda,0.0,33818.97,VC,VH,2025-08-07,FC 16372 - BOYANO MONALLI,True
deuda,0.0,513736.94,VC,VH,2025-08-08,FC 5945 - AVIOS,True
deuda,0.0,89775.0,VC,VH,2025-08-08,FC 620 - HORIZONTE,True
deuda,0.0,216948.22,VC,VH,2025-08-08,FC 7189 - IMPO OFFICE,True
deuda,0.0,299040.0,VC,VH,2025-08-08,FC 353 - INDUSTRIAS KMG,True
deuda,0.0,1154285.54,VC,VH,2025-08-08,FC 12241 - OPENING,True
deuda,0.0,1037332.02,VC,VH,2025-08-11,FC 26119 - STAR COMPANY,True
deuda,0.0,461326.03,VC,VH,2025-08-11,FC 26120 - STAR COMPANY,True
deuda,0.0,245735.29,VC,VH,2025-08-12,FC 124 - CASTILLO - CORIZZO,True
deuda,0.0,640609.63,VC,VH,2025-08-12,FC 6694 - DISEÑO RYD,True
deuda,0.0,5601484.75,VC,VH,2025-08-12,FC 211783 - RIGOLLEAU,True
deuda,0.0,561677.11,VC,VH,2025-08-13,FC 112901 - GEMINELLI S.A,True
deuda,0.0,3457677.48,VC,VH,2025-08-13,FC 112928 - GEMINELLI S.A,True
deuda,0.0,1685523.35,VC,VH,2025-08-13,FC 4890 - MULTIMAX,True
deuda,0.0,57272.73,VC,VH,2025-08-13,FC 4891 - MULTIMAX,True
deuda,0.0,353667.77,VC,VH,2025-08-13,FC 1110 - ROMEO JOSE,True
deuda,0.0,175895.83,VC,VH,2025-08-14,FC 2817 - ARTEGLASS,True
deuda,0.0,1720958.97,VC,VH,2025-08-14,FC 26296 - ENCANTA,True
deuda,0.0,123934.42,VC,VH,2025-08-14,FC 27508 - PLASTIPRESS,True
deuda,0.0,125873.88,VC,VH,2025-08-18,FC 344 - BERMUDEZ MAURICIO,True
deuda,0.0,424338.84,VC,VH,2025-08-18,FC 7482 - TSUNAMI,True
deuda,0.0,152460.0,VC,VH,2025-08-19,FC 25788 - AEROCOR,True
deuda,0.0,218400.0,VC,VH,2025-08-19,FC 419 - INDUSTRIAS KMG,True
deuda,0.0,235760.0,VC,VH,2025-08-19,FC 426 - INDUSTRIAS KMG,True
deuda,0.0,92338.68,VC,VH,2025-08-20,FC 16426 - BOYANO MONALLI,True
deuda,0.0,57752.02,VC,VH,2025-08-20,FC 32198 - DELCAPACK,True
deuda,0.0,682018.68,VC,VH,2025-08-21,FC 31972 - ENVASES PALERMO,True
deuda,0.0,295359.5,VC,VH,2025-08-22,FC 6621 - MAXXUM,True
deuda,0.0,245439.09,VC,VH,2025-08-24,FC 2025 - GRACIELA BOYANO,True
deuda,0.0,190050.0,VC,VH,2025-08-26,FC 672 - EMERPLAST,True
deuda,0.0,130887.27,VC,VH,2025-08-27,FC 182 - ZAKIDO,True
deuda,0.0,22337.81,VC,VH,2025-08-28,FC 43847 - BERKMA,True
deuda,0.0,323446.86,VC,VH,2025-08-28,FC 2118 - LIKBER,True
deuda,0.0,1286511.49,VC,VH,2025-08-28,FC 65303 - POKA,True
deuda,0.0,1286511.49,VC,VH,2025-08-28,FC 65303 - POKA B,True
deuda,0.0,22337.81,VC,VH,2025-08-28,FC 43847 - POKA B,True
deuda,0.0,323446.86,VC,VH,2025-08-28,FC 2118 - POKA B,True
deuda,0.0,169225.87,VC,VH,2025-08-28,FC 57187 - POKA B,True
deuda,0.0,169225.87,VC,VH,2025-08-28,FC 57187 - SHIPY,True
deuda,0.0,267339.55,VC,VH,2025-08-28,FC 183 - ZAKIDO,False
deuda,0.0,294336.12,VC,VH,2025-08-29,FC 132646 - MERCATOR S.A,True
deuda,0.0,173930.33,VC,VH,2025-09-01,FC 8745 - EL MUNDO DEL BAZAR,True
deuda,0.0,697689.42,VC,VH,2025-09-01,FC 8744 - EL MUNDO DEL BAZAR,True
deuda,0.0,575610.0,VC,VH,2025-09-01,FC 8742 - EL MUNDO DEL BAZAR,True
deuda,0.0,435120.0,VC,VH,2025-09-01,FC 8746 - EL MUNDO DEL BAZAR,True
deuda,0.0,614604.92,VC,VH,2025-09-02,FC 10416 - COMPAÑÍA LUARCA,True
deuda,0.0,292622.27,VC,VH,2025-09-04,FC 86374 - GRAVENT SA,True
deuda,0.0,81620.0,VC,VH,2025-09-04,FC 20910 - IDEAS RODECA,True
deuda,0.0,476000.0,VC,VH,2025-09-04,FC 7812 - NAGUS S.R.L,True
deuda,0.0,1493246.07,VC,VH,2025-09-05,FC 130093 - IMPO. AMERICANA,True
deuda,0.0,250700.66,VC,VH,2025-09-05,FC 130094 - IMPO. AMERICANA,True
deuda,0.0,405457.36,VC,VH,2025-09-05,FC 4230 - LA NACIONAL,True
deuda,0.0,67685.66,VC,VH,2025-09-05,FC 7505 - TSUNAMI,True
deuda,0.0,266115.7,VC,VH,2025-09-08,FC 159 - SALAS ROMINA,True
deuda,0.0,503560.33,VC,VH,2025-09-08,FC 2538 - ZABAWA SRL,True
deuda,0.0,11200.0,VC,VH,2025-09-08,FC 2539 - ZABAWA SRL,True
deuda,0.0,62595.62,VC,VH,2025-09-09,FC 5214 - COTILLON HERRERA,True
deuda,0.0,269.3,VC,VH,2025-09-09,FC 782 - GLOBAL MARKET US$,True
deuda,0.0,357352.6,VC,VH,2025-09-09,FC 1323 - MATRICERIA JL,True
deuda,0.0,1255223.8,VC,VH,2025-09-09,FC 4978 - MULTIMAX,True
deuda,0.0,891267.19,VC,VH,2025-09-09,FC 21388 - SAO LEOPOLDO,True
deuda,0.0,3109180.74,VC,VH,2025-09-09,FC 191519 - VELAS DE LOS MILAGROS,True
deuda,0.0,1093863.68,VC,VH,2025-09-10,FC 23 - BIRKA CASENAVE,True
deuda,0.0,176957.11,VC,VH,2025-09-11,FC 133081 - MERCATOR S.A,True
deuda,0.0,223006.69,VC,VH,2025-09-11,FC 7 - SARAVIA PAULA,True
deuda,0.0,160826.45,VC,VH,2025-09-11,FC 140 - TINK - RAPPOPORT,True
deuda,0.0,1441018.55,VC,VH,2025-09-12,FC 2722 - ARTESANIAS MERCADO,True
deuda,0.0,164303.88,VC,VH,2025-09-12,FC 541 - INDUSTRIAS KMG,True
deuda,0.0,324660.0,VC,VH,2025-09-15,FC 8776 - EL MUNDO DEL BAZAR,True
deuda,0.0,286536.9,VC,VH,2025-09-16,FC 369 - BARICHEVAL,True
deuda,0.0,63287.52,VC,VH,2025-09-16,FC 133203 - MERCATOR S.A,True
deuda,0.0,542515.04,VC,VH,2025-09-18,FC 3788 - IND. PLASTICAS RAO,True
deuda,0.0,930216.98,VC,VH,2025-09-19,FC 58106 - CAMPAGNA,True
deuda,0.0,240163.93,VC,VH,2025-09-23,FC 10558 - COMPAÑÍA LUARCA,True
deuda,0.0,287621.61,VC,VH,2025-09-23,FC 40874 - LA PORTEÑA,True
deuda,0.0,1614752.77,VC,VH,2025-09-23,FC 13342 - MENAJE EL SIGLO,True
deuda,0.0,59582.44,VC,VH,2025-09-23,FC 133462 - MERCATOR S.A,True
deuda,0.0,345745.04,VC,VH,2025-09-23,FC 5036 - MULTIMAX,True
deuda,0.0,783003.8,VC,VH,2025-09-23,FC 2878 - PLASTICOS GLAGO,True
deuda,0.0,86377.69,VC,VH,2025-09-23,FC 8 - SARAVIA PAULA,True
deuda,0.0,371900.17,VC,VH,2025-09-23,FC 87574 - TICORAL,True
deuda,0.0,402360.0,VC,VH,2025-09-23,FC 19 - VENTICINQUE FABIAN,True
deuda,0.0,312900.0,VC,VH,2025-09-24,FC 2041 - BARCEL,True
deuda,0.0,154805.0,VC,VH,2025-09-24,FC 2413 - PICCULI,True
deuda,0.0,218641.53,VC,VH,2025-09-26,FC 721 - UNIPACK,True
deuda,0.0,46080.83,VC,VH,2025-09-26,FC 722 - UNIPACK,True
deuda,0.0,15817.11,VC,VH,2025-09-26,FC 723 - UNIPACK,True
deuda,0.0,22725.41,VC,VH,2025-09-26,FC 46901 - UNIPACK,True
deuda,0.0,56008.39,VC,VH,2025-09-26,FC 46902 - UNIPACK,True
deuda,0.0,967547.23,VC,VH,2025-09-30,FC 3573 - NPA SOLUCIONES,True
deuda,0.0,199586.78,VC,VH,2025-09-30,FC 7520 - TSUNAMI,True
